period,pool_id,pool_address,avg_tvl_usd,total_volume_usd,avg_apr_7d,avg_reserve_0,avg_reserve_1,avg_total_share,snapshot_count
2026-epoch-170,"CAPA-LUNA",terra15rzp38yq2cqy2jnewc9vgzqguf3t2q0gqpv9evg8tckrtqp8x44qezhthc,342.23,25.21,0.0000,416193610394,4329485285,41560617355,7
2026-epoch-170,"DINHEIROS-LUNA",terra1k45gtuv5ctphpctjlhg4l02wqehnj92z29ctffnyxnkrdmrd34nqxema3v,0.47,0.00,0.0000,1,6000000,2449,7
2026-epoch-170,"LUNA-arbLUNA",terra1wttdzwa6pdegtrdjdw49y0pd3dd8qd3cqn89j6t9v978lx05rr8sew5jyq,923.99,19.25,0.0000,11689314257,4401965193,7142179438,7
2026-epoch-170,"LUNA-ASTRO",terra1hvntefafgn05llkqyl6uxx6j0jjwmqjtxqdrwdm43s9tkzx7xkfqkcl7h6,2.87,0.02,1.5074,18463474,951006682,130444671,7
2026-epoch-170,"LUNA-ASTRO.cw20",terra1e6t37fgjkxrzdx2s95fyq6jdra5s82720vhtmxvx4yhcvnsrey4ssmrya6,12.50,0.63,0.4398,158113007,1619657174,440091012,7
2026-epoch-170,"LUNA-axlUSDC",terra1ck8nkz35sa8mmqez3lqrm77vh36n2gd2f0dxjde4uemkwsjt22pqgk49zj,161.11,6.30,0.8168,1021152174,80395079,91975901,7
2026-epoch-170,"LUNA-EURe",terra1gny66hmejvrkra39cn7r8f7y7yg06hy3cv2xehpxraqfgjtdtpnqjtmu53,12177.89,0.00,0.0000,154060832694,10205302159,38032217979,7
2026-epoch-170,"LUNA-INJ",terra1q2gd6kc7nt8xct94chrlsqtpxfs9rve0j76lquce624y5zp85cdseshh85,758.27,24.48,0.5858,4783702825,83545722266662699008,615519759557113,7
2026-epoch-170,"LUNA-ROAR",terra126w5m24usxydxn0tjqd73k8uw06r42wttahf9t0cjyhmljlqhrdsjucx45,58.36,0.00,0.0000,738314852,225602289867724,392372158617,7
2026-epoch-170,"LUNA-SOLID",terra18fved7svlqq9q9h23cg4uw97lllmg7fa03psevczy20ayhdwrm3sznjeh5,48.97,1.58,0.0000,619481911,46524723,163695513,7
2026-epoch-170,"LUNA-stLUNA",terra12exvyhctk6ggqvzj2tlhsv769llctntf5zdj9erz6q2uq4h8hn8q5k5xpg,1.19,0.00,0.0000,15026283,8816515,11433944,7
2026-epoch-170,"LUNA-SWTH",terra1nll8xy7m2dyac3sww2tg7dqj8s0mlak68drgtzd9gh4yvnvpplhsn3sxnv,1.51,0.00,0.0000,8909232,175553171796,1240170883,7
2026-epoch-170,"LUNA-USDC",terra16a45v4k74w3yy30utfxdsekdlnks27sv48sn2suaf4wt7u6meq8scz75mx,126415.20,28632.35,4.1507,802558886047,62976129222,195838646516,7
2026-epoch-170,"LUNA-USDt",terra1wymgwg90ry2w04avy899ucmuuak7w8n3xw2msmw2jf9rfugre0ssenx4hn,7128.88,894.53,5.1346,45269545519,3550505869,11596533071,7
2026-epoch-170,"LUNA-wBNB",terra1m5juz238n27dd24d9e3kacmqax8gu7j5ee9hhfczpl52f3n7adaqudk2c9,0.00,0.00,0.0000,7605,140,1005,7
2026-epoch-170,"LUNA-WHALE",terra1zushwxgqdkg22mtv9p946yp53r6den6lv427esjaadua3ftzyjpsqgtl5z,487.00,33.85,0.8028,3268213371,2616494771334,1780727094,7
2026-epoch-170,"LUNA-wSOL",terra12u7a9wkjqrkhxjcxx70uhfx8y49j4lclfnet2smw9agpnrv9chps27n9mh,8.58,0.00,0.0000,108512893,22233822,47616649,7
2026-epoch-170,"LUNA-wstETH",terra12hs75vlyd38zjvhegsqzr8uvz2r764fdy8mhqw0qg0s2mv858yvstwmsf8,33009.58,2103.98,0.8265,209312071637,4573886966638575616,944710898783175,7
2026-epoch-170,"MOAR-ROAR",terra1j0ackj0wru4ndj74e3mhhq6rffe63y8xd0e56spqcjygv2r0cfsqxr36k6,0.00,0.00,0.0000,145982275934,437414944585,234517569467,7
2026-epoch-170,"SWTH-rSWTH",terra1nezkc3lxdxv26hqwy44jr7j9typtk39pns254ev52s9guqc2zsyqx7hvc9,0.00,0.00,0.0000,1019,982,1000,7
2026-epoch-170,"USDC-EURe",terra1t9uvn05g0hdlx2nnqug3lt3pkla4sfdj0n0xnd66kmwvyt25y65sk37cej,2121.47,3.45,0.0000,2121471488,1789336750,1928629879,7
2026-epoch-170,"USDC-SOLID",terra1wje8lj3372njwuw8t4scmyp94t5pyxxh89tsnkrfyxghqh6aunzqz4a9k3,214.47,0.79,0.0000,214472497,205182576,205345712,7
2026-epoch-170,"USDC-USDt",terra178ca7z2w6346wlkmxwpw80s2a5fmas9q28xlzegkt4c4rdam67aql5fgxj,60269.53,812.30,0.2233,29292574014,30976961236,60135141861,7
2026-epoch-170,"wBTC.axl-LUNA",terra1xhhr7x8yhv9p336t3squh5f8t2827ttrevnwrwwvqrp88nkt665qy0w07c,0.58,0.04,1.5263,335,3626713,28010,7
2026-epoch-170,"wBTC.osmo-LUNA",terra1aysexulsnuxna62m5rlnuzfcvct3df93gd4q0kkjtjcqsvv93s5sd0fyd2,33572.88,4021.63,2.9798,18869634,212833311986,1848056761,7
2026-epoch-170,"wBTC.osmo-wBTC.axl",terra13ywdferm4jtcperal9png3cvhtmar5se9nu4r49k7vujrakwy9zqa3rhwe,87019.46,172.87,0.0294,49546088,48489647,44833303,7
2026-epoch-170,"wETH-wstETH",terra12252e02w0k5yv9mryctth4j3y2sdas0xremw0jznzwal5v3xeqjst7q537,58.07,0.00,0.0000,1987324,16130837514288320,178388360888,7
2026-epoch-170,"WHALE-axlUSDC",terra1qdu4g5zxxtmwsd95v8vjslq5874nkcull7ejycm0gy2v7p5qc67qenkf8t,562.71,15.51,0.4341,3031570190011,297781980,7113230154,7
2026-epoch-170,"WHALE-ROAR",terra1g8clplgv3ah405qjrf9yhkgur9zqlqayt8ftrvkuzsm5am7pr9ls7s26rx,592.96,12.62,0.0000,6785217164552,2596879813638477,123272145524513,7
2026-epoch-170,"wKWEEN-LUNA",terra12zxl99upqdyee3u7gungesaswuv3mt2e340ll5wa4kyqnj9a6ugsl7fy8c,15.27,0.00,0.0000,20876591748,193191107,1976621377,7
